Date,Description,Amount,Category,PaymentMethod,Month
06-08-2025,More Supermarket,4546.52,Grocery,Credit Card,August
07-11-2025,Burger King,461.6,Food,Credit Card,November
25-10-2025,Aster,19392.87,Healthcare,UPI,October
29-06-2025,Booking.com,5290.81,Travel,Debit Card,June
08-12-2025,Apollo Pharmacy,7219.41,Healthcare,Debit Card,December
24-07-2025,Lenskart,12193.8,Online Shopping,Debit Card,July
12-02-2025,Yatra,17482.79,Travel,Net Banking,February
13-01-2025,Lenskart,6210.38,Online Shopping,UPI,January
01-03-2025,Lenskart,6578.53,Online Shopping,UPI,March
08-10-2025,Sony Center,54020.59,Electronics,Debit Card,October
22-10-2025,Rapido,1975.11,Transport,Net Banking,October
31-05-2025,Apple Store,66825.91,Electronics,Debit Card,May
17-08-2025,Starbucks,197.18,Food,UPI,August
26-12-2025,Netmeds,14543.88,Healthcare,Debit Card,December
29-09-2025,Woodland,2901.84,Clothing,Net Banking,September
18-05-2025,Ajio,9955.31,Online Shopping,Debit Card,May
16-07-2025,Burger King,535.35,Food,UPI,July
15-04-2025,Max Fashion,6633,Clothing,Net Banking,April
15-09-2025,Cream Stone,1167.14,Food,Credit Card,September
25-07-2025,Subway,728.22,Food,Net Banking,July
18-11-2025,IndiGo,7252.87,Travel,Credit Card,November
22-11-2025,More Supermarket,1113.32,Grocery,UPI,November
18-01-2025,BMTC,992.67,Transport,Net Banking,January
30-01-2025,IndiGo,17060.31,Travel,Credit Card,January
25-08-2025,More Supermarket,4446.9,Grocery,Credit Card,August
13-06-2025,Netmeds,16857.57,Healthcare,Net Banking,June
16-01-2025,Paradise Biryani,423.75,Food,UPI,January
17-09-2025,Reliance Fresh,847.25,Grocery,UPI,September
13-10-2025,CCD,1402.66,Food,Debit Card,October
29-09-2025,BSNL,348.81,Bills,Credit Card,September
31-07-2025,Pizza Hut,392.95,Food,Net Banking,July
19-08-2025,Pepperfry,13212.32,Online Shopping,Credit Card,August
02-07-2025,Yatra,24472.82,Travel,Net Banking,July
09-02-2025,Apple Store,16487.88,Electronics,UPI,February
03-02-2025,Myntra,15185.66,Online Shopping,Credit Card,February
30-04-2025,Pizza Hut,1068.38,Food,Debit Card,April
22-07-2025,Aster,9899.7,Healthcare,UPI,July
06-11-2025,MakeMyTrip,22872.85,Travel,Debit Card,November
28-09-2025,Dell Exclusive,104449.56,Electronics,Debit Card,September
20-07-2025,Nilgiris,3547.53,Grocery,Credit Card,July
03-03-2025,Uber,1617.31,Transport,UPI,March
14-03-2025,Ola,1404.38,Transport,UPI,March
15-01-2025,Airtel,5512.67,Bills,Net Banking,January
20-01-2025,Nykaa,4779.87,Online Shopping,Debit Card,January
11-03-2025,Pepperfry,16596.61,Online Shopping,Debit Card,March
16-10-2025,Apollo Hospital,14721.6,Healthcare,UPI,October
20-04-2025,DMart,4123.27,Grocery,Debit Card,April
15-06-2025,CloudNine,906.36,Healthcare,Debit Card,June
02-02-2025,Nykaa,10315.71,Online Shopping,Net Banking,February
29-10-2025,Aha,380.12,Entertainment,Debit Card,October
05-01-2025,KFC,382.31,Food,Net Banking,January
31-01-2025,Pantaloons,1233.27,Clothing,Net Banking,January
15-09-2025,Myntra,7822.9,Online Shopping,Credit Card,September
30-04-2025,PharmEasy,10855.45,Healthcare,Net Banking,April
17-12-2025,Nykaa,6908.93,Online Shopping,Debit Card,December
30-03-2025,Apollo Hospital,5087.79,Healthcare,Net Banking,March
08-07-2025,Yulu Bikes,892.77,Transport,Debit Card,July
15-01-2025,Uber,1864.78,Transport,UPI,January
31-10-2025,Nature's Basket,3555.52,Grocery,Net Banking,October
19-04-2025,Nykaa,3187.78,Online Shopping,Debit Card,April
15-05-2025,Apple Store,58234.78,Electronics,Debit Card,May
04-09-2025,Gas Agency,5066.02,Bills,Debit Card,September
03-03-2025,MakeMyTrip,9867.95,Travel,UPI,March
23-12-2025,Amazon,13451.57,Online Shopping,Credit Card,December
19-08-2025,Woodland,3071,Clothing,Debit Card,August
06-06-2025,More Supermarket,2396.05,Grocery,UPI,June
28-01-2025,Nilgiris,3080.4,Grocery,Credit Card,January
23-09-2025,Ola,1997.82,Transport,Credit Card,September
13-10-2025,CloudNine,12977.61,Healthcare,UPI,October
10-11-2025,AirAsia,3292.84,Travel,Net Banking,November
09-10-2025,Gas Agency,5731.87,Bills,Net Banking,October
27-09-2025,Netmeds,17195.06,Healthcare,UPI,September
08-01-2025,Saravana Bhavan,327.3,Food,Net Banking,January
15-06-2025,Woodland,5389.45,Clothing,Net Banking,June
18-09-2025,YouTube Premium,389.03,Entertainment,Credit Card,September
15-01-2025,Aster,17478.4,Healthcare,Net Banking,January
18-08-2025,Vistara,21276.36,Travel,UPI,August
12-09-2025,H&M,2669.76,Clothing,Net Banking,September
31-07-2025,Air India,6070.58,Travel,UPI,July
26-09-2025,Gaana,445.77,Entertainment,UPI,September
27-12-2025,Dell Exclusive,130033.36,Electronics,Net Banking,December
28-09-2025,Property Tax Online,2568.45,Bills,UPI,September
19-01-2025,Property Tax Online,2057.39,Bills,Debit Card,January
14-10-2025,Aster,808.63,Healthcare,Debit Card,October
04-11-2025,Yulu Bikes,449.03,Transport,Credit Card,November
04-02-2025,Booking.com,26369.8,Travel,UPI,February
17-05-2025,Nilgiris,4801.44,Grocery,Debit Card,May
10-07-2025,Jio Fiber,718.97,Bills,Debit Card,July
20-06-2025,Airtel,5422.72,Bills,Debit Card,June
12-07-2025,Goibibo,25723.78,Travel,UPI,July
12-10-2025,Nike,5365.26,Clothing,Net Banking,October
02-08-2025,Gas Agency,3518.38,Bills,Credit Card,August
22-09-2025,Gaana,535.58,Entertainment,Net Banking,September
18-10-2025,BMTC,101.56,Transport,Net Banking,October
29-10-2025,Airtel,814.45,Bills,Debit Card,October
17-05-2025,Reliance Fresh,1944.6,Grocery,Credit Card,May
29-09-2025,Aster,6910.95,Healthcare,Credit Card,September
10-08-2025,Rapido,254.21,Transport,Net Banking,August
19-09-2025,Nature's Basket,862.54,Grocery,Net Banking,September
28-12-2025,Ajio,6704.3,Online Shopping,UPI,December
14-10-2025,Spencers,2192.43,Grocery,Net Banking,October
24-07-2025,Star Bazaar,4947.12,Grocery,Credit Card,July
04-02-2025,OYO,28139.21,Travel,Credit Card,February
28-12-2025,Jio Fiber,3134.8,Bills,Credit Card,December
02-01-2025,Vistara,9301.83,Travel,Debit Card,January
19-04-2025,Spencers,3582.07,Grocery,Net Banking,April
18-01-2025,MedPlus,11607.54,Healthcare,UPI,January
21-11-2025,Spencers,3902.53,Grocery,Net Banking,November
18-09-2025,Apollo Hospital,6683.48,Healthcare,Credit Card,September
15-05-2025,PharmEasy,14837.1,Healthcare,UPI,May
13-07-2025,Goibibo,20714.91,Travel,UPI,July
26-02-2025,Nature's Basket,4836.91,Grocery,Debit Card,February
09-03-2025,Cream Stone,631.19,Food,UPI,March
28-01-2025,OnePlus,13142.52,Electronics,UPI,January
30-06-2025,Kauvery,1460.66,Healthcare,Net Banking,June
25-03-2025,Sony Center,40161.96,Electronics,UPI,March
06-02-2025,Samsung Store,51097.13,Electronics,Credit Card,February
14-04-2025,Tata Cliq,8230.63,Online Shopping,UPI,April
28-01-2025,Kauvery,14054.12,Healthcare,UPI,January
20-06-2025,MakeMyTrip,29777.45,Travel,UPI,June
21-06-2025,PharmEasy,14470.05,Healthcare,UPI,June
11-07-2025,Reliance Fresh,1009.31,Grocery,Net Banking,July
09-07-2025,Yatra,28311.65,Travel,Debit Card,July
18-12-2025,Yatra,22569.38,Travel,Credit Card,December
06-07-2025,1mg,16972.04,Healthcare,Net Banking,July
04-02-2025,Apollo Pharmacy,19302.71,Healthcare,Credit Card,February
11-09-2025,Pepperfry,4407.44,Online Shopping,UPI,September
04-11-2025,Aha,908.46,Entertainment,Net Banking,November
29-03-2025,JioMart,4917.9,Grocery,Debit Card,March
14-09-2025,Amazon,14394.1,Online Shopping,Net Banking,September
24-04-2025,HP World,149737.72,Electronics,Debit Card,April
13-04-2025,Subway,190.21,Food,Net Banking,April
24-04-2025,Kauvery,10903.44,Healthcare,Credit Card,April
15-01-2025,Air India,24302.68,Travel,Net Banking,January
13-06-2025,BigBazaar,2836.19,Grocery,Credit Card,June
20-12-2025,Hotstar,900.84,Entertainment,Debit Card,December
21-03-2025,1mg,15204.26,Healthcare,Net Banking,March
05-02-2025,Star Bazaar,1285.22,Grocery,Debit Card,February
13-07-2025,Wrogn,974.87,Clothing,Credit Card,July
01-01-2025,Samsung Store,80349.08,Electronics,Debit Card,January
10-06-2025,H&M,4317.22,Clothing,Credit Card,June
16-08-2025,Apple Music,592.6,Entertainment,UPI,August
05-06-2025,Noise,144086.65,Electronics,Debit Card,June
24-11-2025,Fortis,13293.8,Healthcare,Debit Card,November
23-01-2025,Nykaa,3597.61,Online Shopping,Net Banking,January
19-04-2025,Property Tax Online,1087.45,Bills,UPI,April
10-09-2025,Biba,5105.39,Clothing,UPI,September
20-04-2025,Gaana,233.56,Entertainment,Net Banking,April
02-07-2025,OYO,23865.42,Travel,UPI,July
23-11-2025,Taco Bell,403.3,Food,Credit Card,November
23-11-2025,Snapdeal,19042.46,Online Shopping,Credit Card,November
04-11-2025,HP World,59631.5,Electronics,Net Banking,November
25-01-2025,Apollo Hospital,11976.63,Healthcare,Net Banking,January
22-10-2025,Dominos,1390.94,Food,Debit Card,October
30-05-2025,IndiGo,4772.74,Travel,Credit Card,May
25-01-2025,BSNL,1481.87,Bills,UPI,January
09-12-2025,KFC,632.24,Food,Debit Card,December
19-04-2025,Uber,1840.26,Transport,UPI,April
20-12-2025,Gaana,990.95,Entertainment,Credit Card,December
31-05-2025,Croma,42530.06,Electronics,Debit Card,May
06-01-2025,Paradise Biryani,1472.64,Food,Debit Card,January
20-01-2025,IRCTC,22200.5,Travel,Credit Card,January
17-01-2025,Reliance Digital,109954.77,Electronics,Debit Card,January
17-02-2025,Starbucks,1115.86,Food,Net Banking,February
03-02-2025,Goibibo,28511.08,Travel,UPI,February
09-01-2025,Pantaloons,1930.43,Clothing,Net Banking,January
23-02-2025,H&M,2857.34,Clothing,Debit Card,February
09-03-2025,RedBus,1303.8,Transport,UPI,March
25-11-2025,DMart,1012.73,Grocery,Debit Card,November
04-11-2025,More Supermarket,1326.36,Grocery,Credit Card,November
18-12-2025,Fortis,12808.11,Healthcare,Debit Card,December
02-11-2025,Nykaa,18245.85,Online Shopping,Debit Card,November
16-04-2025,Uber,407.9,Transport,Debit Card,April
20-01-2025,Vodafone Idea,3108.8,Bills,Credit Card,January
14-02-2025,Yulu Bikes,1268.17,Transport,Credit Card,February
04-02-2025,Water Board,5300.32,Bills,Credit Card,February
27-04-2025,Jio Fiber,2960.55,Bills,Debit Card,April
12-09-2025,Mi Store,112938.2,Electronics,UPI,September
05-07-2025,IndiGo,15148.78,Travel,UPI,July
08-10-2025,Spencers,1631.56,Grocery,Credit Card,October
24-04-2025,Sony Center,27941.79,Electronics,Net Banking,April
09-11-2025,Yulu Bikes,794.88,Transport,Debit Card,November
25-01-2025,Biba,7546.51,Clothing,UPI,January
01-02-2025,Allen Solly,2618.3,Clothing,Debit Card,February
22-01-2025,Jio Fiber,744.81,Bills,Net Banking,January
21-07-2025,Jio Fiber,5435.64,Bills,Debit Card,July
24-05-2025,Booking.com,12485.16,Travel,Credit Card,May
07-02-2025,Metro Rail,1683.69,Transport,UPI,February
20-11-2025,YouTube Premium,448.53,Entertainment,UPI,November
02-05-2025,Myntra,11515.37,Online Shopping,Debit Card,May
23-04-2025,Adidas,7725.96,Clothing,Net Banking,April
03-03-2025,Kauvery,2448.71,Healthcare,Debit Card,March
11-11-2025,Amazon Prime,734.31,Entertainment,Net Banking,November
30-04-2025,Aster,13363.26,Healthcare,UPI,April
09-01-2025,Water Board,731.57,Bills,Debit Card,January
21-05-2025,Netmeds,18056.25,Healthcare,Debit Card,May
25-07-2025,CloudNine,4892.21,Healthcare,Debit Card,July
10-01-2025,More Supermarket,2453.33,Grocery,Credit Card,January
29-07-2025,Reliance Digital,89030.59,Electronics,Net Banking,July
01-06-2025,Nature's Basket,1505.75,Grocery,Debit Card,June
24-08-2025,TNEB,2486.92,Bills,Debit Card,August
06-09-2025,Snapdeal,14632.87,Online Shopping,Credit Card,September
11-10-2025,BigBazaar,2948.11,Grocery,Credit Card,October
31-05-2025,PharmEasy,13371.7,Healthcare,Debit Card,May
01-02-2025,Levis,7718.82,Clothing,Credit Card,February
30-07-2025,US Polo,5929.84,Clothing,UPI,July
23-08-2025,More Supermarket,3923.54,Grocery,Debit Card,August
16-12-2025,Jio Fiber,2638.17,Bills,Credit Card,December
28-02-2025,Yatra,23894.56,Travel,UPI,February
23-05-2025,SonyLiv,476.07,Entertainment,UPI,May
19-09-2025,Reliance Fresh,3386.27,Grocery,UPI,September
26-12-2025,Amazon,13229.24,Online Shopping,Credit Card,December
02-04-2025,Yatra,11768.24,Travel,Net Banking,April
24-03-2025,RedBus,1436.04,Transport,UPI,March
18-02-2025,Puma,5820.47,Clothing,Credit Card,February
30-08-2025,Metro Rail,746.04,Transport,Net Banking,August
12-01-2025,Nilgiris,2467.04,Grocery,Debit Card,January
11-09-2025,Woodland,744.37,Clothing,Net Banking,September
05-03-2025,Nike,1144.68,Clothing,Debit Card,March
11-09-2025,Chai Point,389.56,Food,Debit Card,September
15-02-2025,Yulu Bikes,1065.93,Transport,UPI,February
20-08-2025,Uber,1060.96,Transport,UPI,August
17-01-2025,Airtel,2123.18,Bills,Net Banking,January
04-02-2025,Adidas,6073.11,Clothing,UPI,February
04-03-2025,Samsung Store,15617.34,Electronics,Net Banking,March
24-03-2025,Jio Fiber,1548.83,Bills,Net Banking,March
29-07-2025,CloudNine,5970.15,Healthcare,Net Banking,July
01-01-2025,Vodafone Idea,1315.41,Bills,Debit Card,January
28-05-2025,Dell Exclusive,149827.58,Electronics,Net Banking,May
15-09-2025,Air India,4406.02,Travel,Credit Card,September
29-05-2025,Ola,763.22,Transport,UPI,May
25-09-2025,Aster,3986.5,Healthcare,Net Banking,September
22-12-2025,Ola,151.23,Transport,Net Banking,December
31-01-2025,Taco Bell,1441.81,Food,Debit Card,January
17-03-2025,Apollo Pharmacy,7335.02,Healthcare,Credit Card,March
07-08-2025,Sony Center,80272.99,Electronics,Credit Card,August
21-04-2025,Aster,6652.98,Healthcare,UPI,April
12-03-2025,Ajio,7513.01,Online Shopping,Credit Card,March
10-06-2025,Tata Cliq,4946.21,Online Shopping,Debit Card,June
27-03-2025,Airtel,5449.3,Bills,Credit Card,March
09-04-2025,BigBazaar,4952.7,Grocery,Net Banking,April
11-09-2025,ACT Fibernet,5762.81,Bills,UPI,September
22-03-2025,A2B,704.17,Food,UPI,March
08-05-2025,Myntra,1923.95,Online Shopping,Net Banking,May
02-08-2025,Fortis,7427.43,Healthcare,Credit Card,August
01-09-2025,Paradise Biryani,1044.57,Food,Debit Card,September
11-06-2025,Yulu Bikes,892.48,Transport,Debit Card,June
16-01-2025,Gas Agency,460.35,Bills,Credit Card,January
20-12-2025,Amazon,9037.37,Online Shopping,Net Banking,December
03-04-2025,Pantaloons,1612.19,Clothing,Debit Card,April
29-01-2025,Asus Store,100269.33,Electronics,UPI,January
08-08-2025,YouTube Premium,555.2,Entertainment,Credit Card,August
15-01-2025,RedBus,946.2,Transport,Debit Card,January
12-05-2025,DMart,4838.91,Grocery,Net Banking,May
29-12-2025,Noise,128986.65,Electronics,Debit Card,December
21-11-2025,JioMart,3995.22,Grocery,Credit Card,November
24-10-2025,A2B,901.05,Food,Net Banking,October
20-05-2025,Vodafone Idea,1097.54,Bills,Credit Card,May
25-03-2025,Dominos,1021.76,Food,Credit Card,March
09-03-2025,Aha,491.77,Entertainment,Debit Card,March
20-01-2025,Apple Music,731.05,Entertainment,Credit Card,January
22-05-2025,Fortis,13964.06,Healthcare,UPI,May
10-06-2025,Apollo Hospital,6206.94,Healthcare,UPI,June
29-11-2025,PharmEasy,17278.72,Healthcare,UPI,November
11-05-2025,RedBus,514.37,Transport,Net Banking,May
25-11-2025,Mi Store,106950.42,Electronics,Debit Card,November
12-08-2025,Jio Fiber,2972.85,Bills,UPI,August
26-10-2025,Dominos,1196.77,Food,Debit Card,October
12-05-2025,Levis,2807.18,Clothing,UPI,May
03-12-2025,Ajio,984.38,Online Shopping,UPI,December
08-03-2025,Yatra,13349.42,Travel,Net Banking,March
26-04-2025,Yatra,1268.84,Travel,Debit Card,April
27-06-2025,Taco Bell,686.29,Food,UPI,June
19-04-2025,TSRTC,1643.41,Transport,Debit Card,April
24-05-2025,BSNL,2566.06,Bills,UPI,May
22-11-2025,Pantaloons,6753.37,Clothing,Credit Card,November
17-05-2025,Gas Agency,4575.96,Bills,Debit Card,May
10-02-2025,Metro Rail,708.24,Transport,Credit Card,February
30-08-2025,BMTC,717.24,Transport,UPI,August
25-09-2025,Lenskart,2288.3,Online Shopping,Debit Card,September
10-02-2025,Meru Cabs,1775.92,Transport,Net Banking,February
23-10-2025,Fortis,3913.41,Healthcare,Debit Card,October
15-02-2025,Star Bazaar,3719.22,Grocery,Net Banking,February
15-09-2025,Nature's Basket,4077.1,Grocery,Net Banking,September
26-09-2025,Meesho,7650.33,Online Shopping,Net Banking,September
02-09-2025,Croma,33395.76,Electronics,Net Banking,September
04-01-2025,Chai Point,1292.15,Food,Debit Card,January
09-10-2025,Meru Cabs,217.47,Transport,Credit Card,October
03-10-2025,McDonalds,866.95,Food,Net Banking,October
07-02-2025,BMTC,1326.27,Transport,Credit Card,February
27-09-2025,Spencers,4234.16,Grocery,Credit Card,September
09-09-2025,Metro Rail,1540.62,Transport,Credit Card,September
10-10-2025,Ajio,8571.36,Online Shopping,Credit Card,October
01-03-2025,Tata Cliq,3449.18,Online Shopping,Net Banking,March
13-02-2025,Asus Store,121932.04,Electronics,Net Banking,February
11-06-2025,Taco Bell,854.95,Food,UPI,June
11-02-2025,Reliance Fresh,609.77,Grocery,Net Banking,February
26-06-2025,Netflix,334.77,Entertainment,Credit Card,June
31-03-2025,Yulu Bikes,743.49,Transport,Credit Card,March
04-04-2025,Amazon,9255.34,Online Shopping,Debit Card,April
27-09-2025,TNEB,4815.99,Bills,UPI,September
22-12-2025,BMTC,1069.34,Transport,Net Banking,December
18-10-2025,Max Fashion,6022.16,Clothing,Debit Card,October
12-05-2025,Netmeds,13424.06,Healthcare,Credit Card,May
25-08-2025,1mg,7053.85,Healthcare,Credit Card,August
09-03-2025,Vodafone Idea,1271.83,Bills,Net Banking,March
02-07-2025,Puma,3591.8,Clothing,Debit Card,July
12-09-2025,Subway,112.38,Food,Debit Card,September
01-02-2025,TNEB,3153.35,Bills,Net Banking,February
25-05-2025,Wrogn,5714.56,Clothing,UPI,May
04-10-2025,Puma,3707.8,Clothing,Net Banking,October
20-05-2025,Sony Center,133651.65,Electronics,UPI,May
27-06-2025,Snapdeal,9010.39,Online Shopping,Net Banking,June
26-02-2025,Mi Store,79609.54,Electronics,Debit Card,February
08-10-2025,Zee5,472.16,Entertainment,Debit Card,October
12-06-2025,Aha,796.06,Entertainment,Net Banking,June
31-01-2025,Tata Cliq,2285.42,Online Shopping,Debit Card,January
02-07-2025,Chai Point,709.31,Food,Credit Card,July
14-02-2025,Asus Store,4384.42,Electronics,Debit Card,February
12-11-2025,Netmeds,3336.29,Healthcare,Credit Card,November
11-04-2025,Vodafone Idea,2277.77,Bills,Debit Card,April
18-05-2025,Pizza Hut,848.22,Food,UPI,May
11-09-2025,H&M,1058.36,Clothing,Debit Card,September
26-02-2025,Gaana,312.8,Entertainment,Net Banking,February
04-09-2025,Star Bazaar,1518.47,Grocery,UPI,September
11-07-2025,Metro Rail,768.79,Transport,Debit Card,July
24-05-2025,TSRTC,682.38,Transport,Credit Card,May
28-09-2025,Rapido,631.03,Transport,Net Banking,September
30-12-2025,Nature's Basket,4822,Grocery,UPI,December
30-10-2025,Kauvery,10823.94,Healthcare,UPI,October
02-05-2025,Air India,7302.97,Travel,Debit Card,May
07-08-2025,Max Fashion,7332.71,Clothing,UPI,August
04-05-2025,Croma,9276.48,Electronics,Debit Card,May
05-05-2025,Spencers,3718.52,Grocery,Net Banking,May
16-04-2025,Subway,1429.62,Food,UPI,April
05-04-2025,Puma,2300.14,Clothing,Net Banking,April
18-02-2025,Boat Lifestyle,21654.08,Electronics,Debit Card,February
19-05-2025,Water Board,5542.92,Bills,Net Banking,May
22-03-2025,Yulu Bikes,381.22,Transport,UPI,March
31-01-2025,Goibibo,11301.57,Travel,Credit Card,January
22-02-2025,CCD,1463.42,Food,Net Banking,February
11-07-2025,Snapdeal,12752.76,Online Shopping,Credit Card,July
07-08-2025,Ajio,11678.53,Online Shopping,UPI,August
13-07-2025,Aster,6219.35,Healthcare,UPI,July
13-09-2025,Flipkart,3482.55,Online Shopping,Credit Card,September
10-06-2025,Aha,985.58,Entertainment,Credit Card,June
16-09-2025,DMart,3347.57,Grocery,Credit Card,September
28-12-2025,Vistara,4848.69,Travel,Net Banking,December
28-02-2025,Allen Solly,3820,Clothing,Debit Card,February
25-07-2025,Burger King,1294.08,Food,Net Banking,July
13-06-2025,MakeMyTrip,2098,Travel,Net Banking,June
31-07-2025,Flipkart,7043.25,Online Shopping,Credit Card,July
05-09-2025,Taco Bell,1025.1,Food,UPI,September
28-05-2025,Spencers,2859.32,Grocery,Debit Card,May
23-01-2025,Apple Store,95277.88,Electronics,UPI,January
23-03-2025,Rapido,1201.88,Transport,Debit Card,March
01-11-2025,Jio Fiber,3635.3,Bills,Credit Card,November
26-01-2025,Apple Music,769.82,Entertainment,Debit Card,January
19-07-2025,Hotstar,434.12,Entertainment,UPI,July
13-12-2025,Snapdeal,11038.23,Online Shopping,Net Banking,December
06-09-2025,Saravana Bhavan,156.61,Food,UPI,September
16-02-2025,MakeMyTrip,1443.82,Travel,UPI,February
05-04-2025,Airtel,984.73,Bills,Net Banking,April
23-02-2025,Gas Agency,560.67,Bills,Debit Card,February
22-06-2025,Air India,21037.92,Travel,Net Banking,June
17-12-2025,AirAsia,12100.86,Travel,Debit Card,December
17-07-2025,Uber,475.67,Transport,UPI,July
03-04-2025,Snapdeal,15996.31,Online Shopping,Debit Card,April
13-04-2025,Jio Fiber,5160.12,Bills,Credit Card,April
14-05-2025,Amazon,2699.64,Online Shopping,Credit Card,May
19-10-2025,Nilgiris,3228.48,Grocery,UPI,October
29-01-2025,Nykaa,3568.12,Online Shopping,Debit Card,January
17-04-2025,Yatra,6762.3,Travel,Net Banking,April
24-06-2025,DMart,544.78,Grocery,Net Banking,June
15-04-2025,Taco Bell,1101.8,Food,UPI,April
13-02-2025,Taco Bell,1128.29,Food,UPI,February
06-04-2025,MakeMyTrip,19134.58,Travel,Credit Card,April
18-03-2025,Ola,1018.39,Transport,Net Banking,March
26-10-2025,MakeMyTrip,19742.44,Travel,UPI,October
04-10-2025,YouTube Premium,187.03,Entertainment,UPI,October
28-04-2025,KFC,127.36,Food,UPI,April
23-11-2025,Nike,1858.95,Clothing,Credit Card,November
20-12-2025,Ola,250.63,Transport,Debit Card,December
08-02-2025,Flipkart,10418.07,Online Shopping,UPI,February
05-09-2025,Aha,985.74,Entertainment,Credit Card,September
11-04-2025,BSNL,4636.66,Bills,Net Banking,April
20-03-2025,Metro Rail,951.47,Transport,Debit Card,March
19-11-2025,Taco Bell,666,Food,Credit Card,November
22-02-2025,Apollo Pharmacy,11745.45,Healthcare,Debit Card,February
13-04-2025,MedPlus,858.86,Healthcare,Debit Card,April
31-08-2025,Tata Cliq,11207.32,Online Shopping,Net Banking,August
26-09-2025,DMart,1184.05,Grocery,UPI,September
10-04-2025,Allen Solly,4320.01,Clothing,UPI,April
28-04-2025,HP World,22432.73,Electronics,Debit Card,April
04-08-2025,Wrogn,4555.97,Clothing,Credit Card,August
06-02-2025,Pantaloons,1907.9,Clothing,Credit Card,February
02-03-2025,Biba,7375.27,Clothing,Credit Card,March
30-03-2025,Meesho,669.53,Online Shopping,UPI,March
08-05-2025,Ola,1492.62,Transport,Net Banking,May
11-04-2025,Noise,148868.42,Electronics,Credit Card,April
18-09-2025,Flipkart,11522.58,Online Shopping,UPI,September
21-12-2025,Zee5,213.02,Entertainment,UPI,December
08-06-2025,Spotify,187.67,Entertainment,Debit Card,June
23-01-2025,Croma,126129.14,Electronics,UPI,January
30-04-2025,Asus Store,121321.31,Electronics,Debit Card,April
28-04-2025,US Polo,2102.39,Clothing,UPI,April
20-08-2025,Noise,144680.84,Electronics,UPI,August
22-09-2025,OYO,19247.19,Travel,UPI,September
20-07-2025,Metro Rail,979.18,Transport,Debit Card,July
25-03-2025,Taco Bell,156.73,Food,Net Banking,March
18-02-2025,US Polo,1931.64,Clothing,Debit Card,February
08-04-2025,Airtel,5832.54,Bills,Net Banking,April
28-08-2025,BMTC,1315.55,Transport,Credit Card,August
09-02-2025,Nature's Basket,797.81,Grocery,Debit Card,February
10-11-2025,Burger King,406.97,Food,Net Banking,November
09-11-2025,Gas Agency,2512.27,Bills,UPI,November
25-06-2025,Saravana Bhavan,717.19,Food,Debit Card,June
07-10-2025,RedBus,1214.72,Transport,Debit Card,October
07-08-2025,Apple Store,83700.47,Electronics,Credit Card,August
16-04-2025,Tata Cliq,5446.09,Online Shopping,UPI,April
01-10-2025,Subway,786.96,Food,UPI,October
10-05-2025,Gas Agency,406.24,Bills,UPI,May
20-12-2025,Dell Exclusive,26880.08,Electronics,Credit Card,December
26-12-2025,TSRTC,1965.21,Transport,Debit Card,December
23-06-2025,Fortis,2743.05,Healthcare,Debit Card,June
04-04-2025,Air India,26089.3,Travel,Net Banking,April
30-03-2025,Burger King,480.62,Food,Debit Card,March
23-08-2025,1mg,11963.5,Healthcare,Credit Card,August
06-03-2025,BigBazaar,4701.17,Grocery,Net Banking,March
14-02-2025,Fortis,12457.2,Healthcare,UPI,February
02-12-2025,YouTube Premium,151.27,Entertainment,Net Banking,December
25-09-2025,Zee5,382.06,Entertainment,UPI,September
21-03-2025,Apple Store,31672.53,Electronics,Debit Card,March
18-08-2025,Gas Agency,5258.43,Bills,Credit Card,August
06-06-2025,Meru Cabs,515.45,Transport,UPI,June
05-02-2025,Meesho,13971.68,Online Shopping,UPI,February
16-03-2025,Uber,758.94,Transport,Net Banking,March
18-07-2025,IndiGo,22948.03,Travel,Debit Card,July
03-04-2025,OnePlus,58886.94,Electronics,UPI,April
06-03-2025,Gas Agency,4427.04,Bills,Credit Card,March
08-09-2025,Kauvery,2023.07,Healthcare,Credit Card,September
18-10-2025,Apollo Pharmacy,12768.23,Healthcare,Credit Card,October
01-03-2025,TNEB,1569.14,Bills,Debit Card,March
18-03-2025,Jio Fiber,2957.84,Bills,Credit Card,March
10-12-2025,RedBus,1883.94,Transport,Debit Card,December
20-01-2025,BigBazaar,3055.25,Grocery,Net Banking,January
10-08-2025,DMart,4970.88,Grocery,Credit Card,August
15-11-2025,Levis,2678.87,Clothing,Credit Card,November
22-10-2025,Property Tax Online,2159.24,Bills,Net Banking,October
28-11-2025,Lenskart,1610.55,Online Shopping,UPI,November
20-11-2025,Lenskart,6367.17,Online Shopping,UPI,November
10-07-2025,Apple Store,45072.31,Electronics,Debit Card,July
10-12-2025,Saravana Bhavan,262.16,Food,Net Banking,December
15-06-2025,Spotify,457,Entertainment,Debit Card,June
18-05-2025,AirAsia,23295.11,Travel,Debit Card,May
17-08-2025,PharmEasy,16371.8,Healthcare,Debit Card,August
23-06-2025,AirAsia,8726.51,Travel,Credit Card,June
28-08-2025,Pantaloons,1107.1,Clothing,Net Banking,August
31-03-2025,Meru Cabs,469.3,Transport,UPI,March
21-07-2025,MedPlus,16339.95,Healthcare,Debit Card,July
17-10-2025,TNEB,3073.97,Bills,Debit Card,October
29-03-2025,Aha,895.9,Entertainment,UPI,March
15-03-2025,Samsung Store,55623.48,Electronics,Debit Card,March
