Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-11-04,goibibo,28037.63,Travel,UPI,November,2025,11,4,Tuesday
2025-01-19,vodafone idea,1366.02,Bills,UPI,January,2025,1,19,Sunday
2025-06-14,tsrtc,1738.43,Transport,UPI,June,2025,6,14,Saturday
2025-11-01,pharmeasy,10159.57,Healthcare,Debit Card,November,2025,11,1,Saturday
2025-01-07,cream stone,168.65,Food,Credit Card,January,2025,1,7,Tuesday
2025-07-13,cream stone,1373.85,Food,Net Banking,July,2025,7,13,Sunday
2025-03-30,amazon,578.53,Online Shopping,Credit Card,March,2025,3,30,Sunday
2025-12-17,tsrtc,527.93,Transport,Net Banking,December,2025,12,17,Wednesday
2025-08-06,star bazaar,907.48,Grocery,Debit Card,August,2025,8,6,Wednesday
2025-02-19,puma,3638.74,Clothing,Debit Card,February,2025,2,19,Wednesday
2025-12-16,aster,10453.71,Healthcare,UPI,December,2025,12,16,Tuesday
2025-01-19,reliance digital,30001.8,Electronics,Debit Card,January,2025,1,19,Sunday
2025-02-01,reliance digital,70534.23,Electronics,Debit Card,February,2025,2,1,Saturday
2025-06-30,air india,13663.51,Travel,Debit Card,June,2025,6,30,Monday
2025-11-20,noise,142018.76,Electronics,UPI,November,2025,11,20,Thursday
2025-04-29,snapdeal,399.82,Online Shopping,Credit Card,April,2025,4,29,Tuesday
2025-02-10,lenskart,13578.97,Online Shopping,Debit Card,February,2025,2,10,Monday
2025-06-16,hp world,22163.25,Electronics,Debit Card,June,2025,6,16,Monday
2025-07-07,tsrtc,1176.66,Transport,UPI,July,2025,7,7,Monday
2025-06-25,amazon prime,964.75,Entertainment,Net Banking,June,2025,6,25,Wednesday
2025-09-11,kauvery,4536.16,Healthcare,UPI,September,2025,9,11,Thursday
2025-03-21,nature's basket,368.0,Grocery,Debit Card,March,2025,3,21,Friday
2025-01-24,star bazaar,419.66,Grocery,Credit Card,January,2025,1,24,Friday
2025-09-16,fortis,6980.6,Healthcare,Credit Card,September,2025,9,16,Tuesday
2025-06-09,ola,331.08,Transport,UPI,June,2025,6,9,Monday
2025-05-01,bsnl,395.57,Bills,Credit Card,May,2025,5,1,Thursday
2025-09-13,water board,404.24,Bills,Debit Card,September,2025,9,13,Saturday
2025-07-09,zara,1159.83,Clothing,Credit Card,July,2025,7,9,Wednesday
2025-07-04,rapido,1702.6,Transport,Net Banking,July,2025,7,4,Friday
2025-12-15,property tax online,3631.51,Bills,UPI,December,2025,12,15,Monday
2025-06-12,nike,5662.67,Clothing,Net Banking,June,2025,6,12,Thursday
2025-08-29,croma,116676.19,Electronics,Net Banking,August,2025,8,29,Friday
2025-03-06,oneplus,68551.77,Electronics,Debit Card,March,2025,3,6,Thursday
2025-12-29,zara,4945.65,Clothing,Debit Card,December,2025,12,29,Monday
2025-12-14,jiomart,2190.41,Grocery,Debit Card,December,2025,12,14,Sunday
2025-11-05,myntra,12885.4,Online Shopping,Debit Card,November,2025,11,5,Wednesday
2025-10-31,star bazaar,3190.97,Grocery,UPI,October,2025,10,31,Friday
2025-10-22,goibibo,20900.47,Travel,Debit Card,October,2025,10,22,Wednesday
2025-12-19,yulu bikes,736.11,Transport,Debit Card,December,2025,12,19,Friday
2025-01-26,1mg,16924.84,Healthcare,UPI,January,2025,1,26,Sunday
2025-11-03,hotstar,751.75,Entertainment,Debit Card,November,2025,11,3,Monday
2025-04-28,goibibo,2431.6,Travel,Credit Card,April,2025,4,28,Monday
2025-12-27,flipkart,2910.16,Online Shopping,Debit Card,December,2025,12,27,Saturday
2025-07-12,pepperfry,14809.34,Online Shopping,Credit Card,July,2025,7,12,Saturday
2025-07-16,allen solly,2381.78,Clothing,Debit Card,July,2025,7,16,Wednesday
2025-04-19,hotstar,260.02,Entertainment,Credit Card,April,2025,4,19,Saturday
2025-08-07,sony center,11015.43,Electronics,UPI,August,2025,8,7,Thursday
2025-03-02,us polo,1568.12,Clothing,Credit Card,March,2025,3,2,Sunday
2025-08-22,barbeque nation,896.75,Food,Credit Card,August,2025,8,22,Friday
2025-01-15,chai point,174.02,Food,Net Banking,January,2025,1,15,Wednesday
2025-03-14,vistara,1540.11,Travel,UPI,March,2025,3,14,Friday
2025-04-02,bmtc,1822.89,Transport,UPI,April,2025,4,2,Wednesday
2025-05-16,croma,28277.55,Electronics,Credit Card,May,2025,5,16,Friday
2025-10-09,yulu bikes,1482.08,Transport,Net Banking,October,2025,10,9,Thursday
2025-03-26,allen solly,7216.61,Clothing,UPI,March,2025,3,26,Wednesday
2025-12-05,pharmeasy,5709.39,Healthcare,Net Banking,December,2025,12,5,Friday
2025-09-20,water board,703.57,Bills,Debit Card,September,2025,9,20,Saturday
2025-12-15,booking.com,26508.43,Travel,Net Banking,December,2025,12,15,Monday
2025-04-17,1mg,16745.45,Healthcare,Net Banking,April,2025,4,17,Thursday
2025-12-17,subway,1412.27,Food,Credit Card,December,2025,12,17,Wednesday
2025-07-08,tata cliq,13024.38,Online Shopping,Debit Card,July,2025,7,8,Tuesday
2025-01-26,bsnl,4287.43,Bills,Credit Card,January,2025,1,26,Sunday
2025-10-16,mcdonalds,1028.93,Food,Credit Card,October,2025,10,16,Thursday
2025-06-16,cloudnine,230.24,Healthcare,Debit Card,June,2025,6,16,Monday
2025-06-06,property tax online,784.99,Bills,Net Banking,June,2025,6,6,Friday
2025-02-25,adidas,5931.99,Clothing,Debit Card,February,2025,2,25,Tuesday
2025-12-08,more supermarket,1447.51,Grocery,Credit Card,December,2025,12,8,Monday
2025-07-19,youtube premium,307.98,Entertainment,Net Banking,July,2025,7,19,Saturday
2025-02-07,amazon prime,337.93,Entertainment,UPI,February,2025,2,7,Friday
2025-03-07,amazon prime,949.14,Entertainment,Debit Card,March,2025,3,7,Friday
2025-11-12,nykaa,11769.65,Online Shopping,Debit Card,November,2025,11,12,Wednesday
2025-06-19,ccd,278.91,Food,Net Banking,June,2025,6,19,Thursday
2025-01-22,croma,13792.62,Electronics,Net Banking,January,2025,1,22,Wednesday
2025-07-10,tsrtc,211.51,Transport,UPI,July,2025,7,10,Thursday
2025-09-16,oneplus,18560.85,Electronics,Net Banking,September,2025,9,16,Tuesday
2025-06-26,allen solly,7162.07,Clothing,Debit Card,June,2025,6,26,Thursday
2025-08-12,meesho,9797.04,Online Shopping,Debit Card,August,2025,8,12,Tuesday
2025-02-23,netflix,646.95,Entertainment,Debit Card,February,2025,2,23,Sunday
2025-01-09,cream stone,442.92,Food,UPI,January,2025,1,9,Thursday
2025-12-30,barbeque nation,299.86,Food,Credit Card,December,2025,12,30,Tuesday
2025-06-08,myntra,12724.01,Online Shopping,Credit Card,June,2025,6,8,Sunday
2025-02-27,spotify,572.83,Entertainment,Net Banking,February,2025,2,27,Thursday
2025-06-08,reliance fresh,1155.28,Grocery,Net Banking,June,2025,6,8,Sunday
2025-03-31,kfc,604.07,Food,UPI,March,2025,3,31,Monday
2025-08-11,woodland,6592.16,Clothing,Debit Card,August,2025,8,11,Monday
2025-10-16,yatra,28695.94,Travel,Credit Card,October,2025,10,16,Thursday
2025-08-09,rapido,1268.89,Transport,Net Banking,August,2025,8,9,Saturday
2025-02-23,tneb,1786.56,Bills,UPI,February,2025,2,23,Sunday
2025-12-16,water board,2572.85,Bills,UPI,December,2025,12,16,Tuesday
2025-06-11,medplus,16260.21,Healthcare,Net Banking,June,2025,6,11,Wednesday
2025-12-23,zee5,842.75,Entertainment,Credit Card,December,2025,12,23,Tuesday
2025-12-03,pharmeasy,14515.08,Healthcare,UPI,December,2025,12,3,Wednesday
2025-11-01,jio fiber,5893.72,Bills,Net Banking,November,2025,11,1,Saturday
2025-07-16,act fibernet,1730.55,Bills,Net Banking,July,2025,7,16,Wednesday
2025-03-03,biba,5369.6,Clothing,Net Banking,March,2025,3,3,Monday
2025-10-11,flipkart,9020.36,Online Shopping,Debit Card,October,2025,10,11,Saturday
2025-02-12,redbus,1321.89,Transport,Credit Card,February,2025,2,12,Wednesday
2025-09-05,us polo,3739.99,Clothing,Debit Card,September,2025,9,5,Friday
2025-10-07,us polo,2281.63,Clothing,UPI,October,2025,10,7,Tuesday
2025-04-12,aha,448.48,Entertainment,Net Banking,April,2025,4,12,Saturday
2025-11-28,makemytrip,12604.51,Travel,Credit Card,November,2025,11,28,Friday
2025-05-18,spotify,126.07,Entertainment,Debit Card,May,2025,5,18,Sunday
2025-09-11,ajio,4921.65,Online Shopping,Credit Card,September,2025,9,11,Thursday
2025-05-09,saravana bhavan,658.23,Food,Debit Card,May,2025,5,9,Friday
2025-10-28,tata cliq,7908.13,Online Shopping,Debit Card,October,2025,10,28,Tuesday
2025-08-29,jiomart,3931.21,Grocery,Net Banking,August,2025,8,29,Friday
2025-02-25,airtel,4219.15,Bills,Credit Card,February,2025,2,25,Tuesday
2025-09-12,snapdeal,19162.42,Online Shopping,Net Banking,September,2025,9,12,Friday
2025-03-01,zee5,430.58,Entertainment,Debit Card,March,2025,3,1,Saturday
2025-05-12,metro rail,1107.73,Transport,Debit Card,May,2025,5,12,Monday
2025-06-13,dmart,2843.19,Grocery,UPI,June,2025,6,13,Friday
2025-10-22,dell exclusive,116297.96,Electronics,Credit Card,October,2025,10,22,Wednesday
2025-01-05,chai point,461.84,Food,Debit Card,January,2025,1,5,Sunday
2025-02-09,a2b,100.5,Food,Credit Card,February,2025,2,9,Sunday
2025-06-27,us polo,3421.7,Clothing,Net Banking,June,2025,6,27,Friday
2025-11-18,samsung store,44836.97,Electronics,Credit Card,November,2025,11,18,Tuesday
2025-12-05,yatra,20181.76,Travel,UPI,December,2025,12,5,Friday
2025-06-24,boat lifestyle,44754.94,Electronics,UPI,June,2025,6,24,Tuesday
2025-11-23,bsnl,3068.77,Bills,UPI,November,2025,11,23,Sunday
2025-10-29,oneplus,28536.98,Electronics,Debit Card,October,2025,10,29,Wednesday
2025-05-28,indigo,5961.84,Travel,UPI,May,2025,5,28,Wednesday
2025-07-14,vodafone idea,2455.47,Bills,Credit Card,July,2025,7,14,Monday
2025-08-12,vodafone idea,3889.84,Bills,UPI,August,2025,8,12,Tuesday
2025-10-29,uber,1247.59,Transport,UPI,October,2025,10,29,Wednesday
2025-09-01,reliance fresh,3248.17,Grocery,Credit Card,September,2025,9,1,Monday
2025-05-06,kauvery,15192.7,Healthcare,Debit Card,May,2025,5,6,Tuesday
2025-10-29,oneplus,72844.42,Electronics,Net Banking,October,2025,10,29,Wednesday
2025-06-09,adidas,687.83,Clothing,UPI,June,2025,6,9,Monday
2025-10-23,1mg,18168.59,Healthcare,Debit Card,October,2025,10,23,Thursday
2025-10-11,pharmeasy,5007.56,Healthcare,Net Banking,October,2025,10,11,Saturday
2025-08-20,aster,16172.06,Healthcare,Credit Card,August,2025,8,20,Wednesday
2025-03-07,youtube premium,759.69,Entertainment,Credit Card,March,2025,3,7,Friday
2025-05-04,us polo,2557.38,Clothing,UPI,May,2025,5,4,Sunday
2025-11-30,ola,1096.42,Transport,Debit Card,November,2025,11,30,Sunday
2025-01-18,nike,1393.92,Clothing,UPI,January,2025,1,18,Saturday
2025-01-14,ccd,739.2,Food,Credit Card,January,2025,1,14,Tuesday
2025-06-16,vistara,29777.76,Travel,Debit Card,June,2025,6,16,Monday
2025-12-02,paradise biryani,240.32,Food,UPI,December,2025,12,2,Tuesday
2025-10-31,uber,1502.62,Transport,Net Banking,October,2025,10,31,Friday
2025-09-09,reliance fresh,3767.1,Grocery,UPI,September,2025,9,9,Tuesday
2025-04-23,dominos,1395.67,Food,UPI,April,2025,4,23,Wednesday
2025-05-16,us polo,4480.32,Clothing,Credit Card,May,2025,5,16,Friday
2025-05-16,tata cliq,19386.21,Online Shopping,Debit Card,May,2025,5,16,Friday
2025-08-27,puma,2945.49,Clothing,UPI,August,2025,8,27,Wednesday
2025-07-17,makemytrip,18178.72,Travel,Credit Card,July,2025,7,17,Thursday
2025-11-11,wrogn,683.09,Clothing,Credit Card,November,2025,11,11,Tuesday
2025-01-23,myntra,18163.03,Online Shopping,Debit Card,January,2025,1,23,Thursday
2025-08-23,jiomart,2056.02,Grocery,UPI,August,2025,8,23,Saturday
2025-12-11,gas agency,3399.99,Bills,Net Banking,December,2025,12,11,Thursday
2025-12-18,gaana,176.5,Entertainment,Net Banking,December,2025,12,18,Thursday
2025-06-27,uber,1117.73,Transport,Debit Card,June,2025,6,27,Friday
2025-05-07,youtube premium,479.92,Entertainment,Net Banking,May,2025,5,7,Wednesday
2025-02-16,mi store,105261.83,Electronics,Debit Card,February,2025,2,16,Sunday
2025-11-30,ajio,8214.25,Online Shopping,Debit Card,November,2025,11,30,Sunday
2025-11-01,nilgiris,1954.25,Grocery,UPI,November,2025,11,1,Saturday
2025-06-12,dell exclusive,63053.25,Electronics,Credit Card,June,2025,6,12,Thursday
2025-04-12,pepperfry,6852.12,Online Shopping,UPI,April,2025,4,12,Saturday
2025-03-31,subway,863.68,Food,UPI,March,2025,3,31,Monday
2025-05-11,aster,608.02,Healthcare,UPI,May,2025,5,11,Sunday
2025-09-14,paradise biryani,604.6,Food,Credit Card,September,2025,9,14,Sunday
2025-03-23,woodland,3330.64,Clothing,Net Banking,March,2025,3,23,Sunday
2025-01-22,pantaloons,3379.75,Clothing,Credit Card,January,2025,1,22,Wednesday
2025-08-28,hotstar,790.54,Entertainment,Credit Card,August,2025,8,28,Thursday
2025-11-24,wrogn,7382.95,Clothing,Net Banking,November,2025,11,24,Monday
2025-12-13,pizza hut,1469.01,Food,UPI,December,2025,12,13,Saturday
2025-04-20,tsrtc,1816.49,Transport,UPI,April,2025,4,20,Sunday
2025-05-01,levis,7991.31,Clothing,Debit Card,May,2025,5,1,Thursday
2025-04-01,dell exclusive,56506.99,Electronics,UPI,April,2025,4,1,Tuesday
2025-06-23,ccd,888.92,Food,Net Banking,June,2025,6,23,Monday
2025-05-11,apollo pharmacy,6708.6,Healthcare,Credit Card,May,2025,5,11,Sunday
2025-06-05,gas agency,5146.92,Bills,UPI,June,2025,6,5,Thursday
2025-01-28,rapido,713.36,Transport,UPI,January,2025,1,28,Tuesday
2025-07-13,vivo store,37033.08,Electronics,Net Banking,July,2025,7,13,Sunday
2025-06-27,apollo hospital,9092.06,Healthcare,Debit Card,June,2025,6,27,Friday
2025-04-23,oneplus,29618.42,Electronics,Net Banking,April,2025,4,23,Wednesday
2025-02-23,gaana,676.82,Entertainment,UPI,February,2025,2,23,Sunday
2025-04-27,vistara,17807.74,Travel,Net Banking,April,2025,4,27,Sunday
2025-05-14,allen solly,1902.17,Clothing,Debit Card,May,2025,5,14,Wednesday
2025-09-28,cloudnine,11819.82,Healthcare,UPI,September,2025,9,28,Sunday
2025-11-29,airasia,9628.66,Travel,Credit Card,November,2025,11,29,Saturday
2025-07-13,uber,494.4,Transport,Net Banking,July,2025,7,13,Sunday
2025-04-27,metro rail,238.28,Transport,UPI,April,2025,4,27,Sunday
2025-08-28,redbus,1853.34,Transport,Net Banking,August,2025,8,28,Thursday
2025-07-25,ajio,7403.05,Online Shopping,Debit Card,July,2025,7,25,Friday
2025-08-07,taco bell,691.95,Food,Credit Card,August,2025,8,7,Thursday
2025-04-14,makemytrip,13058.86,Travel,Net Banking,April,2025,4,14,Monday
2025-12-21,makemytrip,23818.31,Travel,Credit Card,December,2025,12,21,Sunday
2025-01-10,vodafone idea,1880.81,Bills,UPI,January,2025,1,10,Friday
2025-10-25,aster,16446.67,Healthcare,Net Banking,October,2025,10,25,Saturday
2025-09-14,paradise biryani,1396.27,Food,Debit Card,September,2025,9,14,Sunday
2025-11-18,pepperfry,1882.3,Online Shopping,Debit Card,November,2025,11,18,Tuesday
2025-04-12,more supermarket,2904.76,Grocery,UPI,April,2025,4,12,Saturday
2025-03-08,netflix,99.44,Entertainment,Net Banking,March,2025,3,8,Saturday
2025-06-01,bmtc,419.26,Transport,Credit Card,June,2025,6,1,Sunday
2025-12-09,noise,5251.13,Electronics,Debit Card,December,2025,12,9,Tuesday
2025-03-26,sonyliv,344.37,Entertainment,UPI,March,2025,3,26,Wednesday
2025-12-18,gas agency,404.57,Bills,UPI,December,2025,12,18,Thursday
2025-12-11,amazon,17616.61,Online Shopping,Debit Card,December,2025,12,11,Thursday
2025-02-08,nature's basket,2672.98,Grocery,Net Banking,February,2025,2,8,Saturday
2025-02-23,apollo hospital,17960.18,Healthcare,Net Banking,February,2025,2,23,Sunday
2025-02-06,apple music,982.65,Entertainment,UPI,February,2025,2,6,Thursday
2025-01-04,star bazaar,264.55,Grocery,Debit Card,January,2025,1,4,Saturday
2025-05-05,reliance fresh,963.71,Grocery,Debit Card,May,2025,5,5,Monday
2025-06-05,vivo store,14589.11,Electronics,Credit Card,June,2025,6,5,Thursday
2025-12-18,jio fiber,5003.83,Bills,Credit Card,December,2025,12,18,Thursday
2025-07-19,tneb,2718.54,Bills,Net Banking,July,2025,7,19,Saturday
2025-02-27,bmtc,1068.47,Transport,UPI,February,2025,2,27,Thursday
2025-06-02,hp world,130899.88,Electronics,Net Banking,June,2025,6,2,Monday
2025-03-12,wrogn,3980.46,Clothing,Debit Card,March,2025,3,12,Wednesday
2025-04-26,max fashion,923.83,Clothing,Debit Card,April,2025,4,26,Saturday
2025-03-03,subway,1332.28,Food,UPI,March,2025,3,3,Monday
2025-06-03,netmeds,5071.68,Healthcare,UPI,June,2025,6,3,Tuesday
2025-07-01,youtube premium,293.43,Entertainment,UPI,July,2025,7,1,Tuesday
2025-10-31,ola,81.6,Transport,Credit Card,October,2025,10,31,Friday
2025-01-22,aster,15297.36,Healthcare,Net Banking,January,2025,1,22,Wednesday
2025-12-23,pantaloons,3531.68,Clothing,Net Banking,December,2025,12,23,Tuesday
2025-10-25,h&m,6467.91,Clothing,Net Banking,October,2025,10,25,Saturday
2025-12-09,property tax online,5856.13,Bills,UPI,December,2025,12,9,Tuesday
2025-09-21,dmart,3296.17,Grocery,Net Banking,September,2025,9,21,Sunday
2025-02-25,dmart,674.79,Grocery,Credit Card,February,2025,2,25,Tuesday
2025-12-09,puma,2340.07,Clothing,Credit Card,December,2025,12,9,Tuesday
2025-12-07,property tax online,5676.52,Bills,Net Banking,December,2025,12,7,Sunday
2025-07-25,oneplus,110784.78,Electronics,Credit Card,July,2025,7,25,Friday
2025-11-06,act fibernet,2261.65,Bills,UPI,November,2025,11,6,Thursday
2025-04-25,property tax online,2563.32,Bills,Net Banking,April,2025,4,25,Friday
2025-11-21,spotify,227.98,Entertainment,Debit Card,November,2025,11,21,Friday
2025-07-12,bigbazaar,4344.82,Grocery,Net Banking,July,2025,7,12,Saturday
2025-10-29,gas agency,1204.04,Bills,UPI,October,2025,10,29,Wednesday
2025-10-07,starbucks,1347.39,Food,UPI,October,2025,10,7,Tuesday
2025-11-26,nike,4839.91,Clothing,Credit Card,November,2025,11,26,Wednesday
2025-03-20,a2b,1062.92,Food,UPI,March,2025,3,20,Thursday
2025-08-19,snapdeal,18618.98,Online Shopping,Credit Card,August,2025,8,19,Tuesday
2025-11-17,reliance digital,10147.07,Electronics,Credit Card,November,2025,11,17,Monday
2025-10-11,oneplus,43429.56,Electronics,UPI,October,2025,10,11,Saturday
2025-08-15,oyo,15218.93,Travel,Debit Card,August,2025,8,15,Friday
2025-12-08,star bazaar,2463.46,Grocery,Credit Card,December,2025,12,8,Monday
2025-05-11,asus store,30660.46,Electronics,Debit Card,May,2025,5,11,Sunday
2025-03-09,redbus,460.57,Transport,Net Banking,March,2025,3,9,Sunday
2025-02-22,oyo,22252.71,Travel,Credit Card,February,2025,2,22,Saturday
2025-01-12,vodafone idea,2056.43,Bills,Debit Card,January,2025,1,12,Sunday
2025-03-17,lenskart,14357.43,Online Shopping,Net Banking,March,2025,3,17,Monday
2025-06-13,max fashion,3802.88,Clothing,UPI,June,2025,6,13,Friday
2025-06-28,bmtc,1730.6,Transport,Net Banking,June,2025,6,28,Saturday
2025-10-07,fortis,2923.93,Healthcare,Net Banking,October,2025,10,7,Tuesday
2025-06-06,meesho,4464.79,Online Shopping,UPI,June,2025,6,6,Friday
2025-07-03,mcdonalds,1105.94,Food,UPI,July,2025,7,3,Thursday
2025-10-27,tata cliq,6066.7,Online Shopping,UPI,October,2025,10,27,Monday
2025-02-03,metro rail,989.01,Transport,Credit Card,February,2025,2,3,Monday
2025-05-22,jio fiber,4119.78,Bills,Debit Card,May,2025,5,22,Thursday
2025-07-19,spotify,239.8,Entertainment,Credit Card,July,2025,7,19,Saturday
2025-08-26,aster,15555.39,Healthcare,Credit Card,August,2025,8,26,Tuesday
2025-09-14,airasia,3388.72,Travel,Credit Card,September,2025,9,14,Sunday
2025-01-25,ajio,12133.48,Online Shopping,Debit Card,January,2025,1,25,Saturday
2025-05-08,saravana bhavan,1460.29,Food,UPI,May,2025,5,8,Thursday
2025-08-03,yatra,28640.99,Travel,UPI,August,2025,8,3,Sunday
2025-06-22,spencers,4937.52,Grocery,Debit Card,June,2025,6,22,Sunday
2025-03-07,metro rail,582.02,Transport,UPI,March,2025,3,7,Friday
2025-09-03,max fashion,4793.71,Clothing,Net Banking,September,2025,9,3,Wednesday
2025-09-18,bigbazaar,1549.92,Grocery,UPI,September,2025,9,18,Thursday
2025-12-28,max fashion,6331.51,Clothing,UPI,December,2025,12,28,Sunday
2025-07-22,levis,6652.05,Clothing,UPI,July,2025,7,22,Tuesday
2025-06-04,spencers,1218.05,Grocery,UPI,June,2025,6,4,Wednesday
2025-08-28,property tax online,769.09,Bills,Net Banking,August,2025,8,28,Thursday
2025-05-06,sonyliv,649.84,Entertainment,Credit Card,May,2025,5,6,Tuesday
2025-01-23,a2b,1366.0,Food,Credit Card,January,2025,1,23,Thursday
2025-05-28,dominos,166.55,Food,Net Banking,May,2025,5,28,Wednesday
2025-01-27,rapido,1777.46,Transport,Debit Card,January,2025,1,27,Monday
2025-08-21,dmart,1667.73,Grocery,Debit Card,August,2025,8,21,Thursday
2025-12-14,vodafone idea,560.69,Bills,Debit Card,December,2025,12,14,Sunday
2025-07-02,indigo,14451.75,Travel,Net Banking,July,2025,7,2,Wednesday
2025-12-28,paradise biryani,1241.46,Food,Net Banking,December,2025,12,28,Sunday
2025-05-22,noise,83754.03,Electronics,Credit Card,May,2025,5,22,Thursday
2025-04-18,boat lifestyle,60575.87,Electronics,Net Banking,April,2025,4,18,Friday
2025-04-02,reliance fresh,2591.87,Grocery,UPI,April,2025,4,2,Wednesday
2025-08-14,nature's basket,242.72,Grocery,Credit Card,August,2025,8,14,Thursday
2025-05-01,goibibo,11084.88,Travel,Net Banking,May,2025,5,1,Thursday
2025-12-02,makemytrip,5058.29,Travel,Net Banking,December,2025,12,2,Tuesday
2025-07-10,hotstar,256.25,Entertainment,Credit Card,July,2025,7,10,Thursday
2025-08-06,croma,137398.45,Electronics,Net Banking,August,2025,8,6,Wednesday
2025-02-08,subway,1392.53,Food,Credit Card,February,2025,2,8,Saturday
2025-10-25,wrogn,7419.57,Clothing,Credit Card,October,2025,10,25,Saturday
2025-10-20,property tax online,3108.67,Bills,Debit Card,October,2025,10,20,Monday
2025-03-10,rapido,478.45,Transport,Debit Card,March,2025,3,10,Monday
2025-05-27,jiomart,2410.58,Grocery,Debit Card,May,2025,5,27,Tuesday
2025-04-15,taco bell,581.29,Food,Credit Card,April,2025,4,15,Tuesday
2025-11-23,redbus,855.69,Transport,Credit Card,November,2025,11,23,Sunday
2025-11-05,water board,5439.65,Bills,Debit Card,November,2025,11,5,Wednesday
2025-08-03,hp world,135969.59,Electronics,UPI,August,2025,8,3,Sunday
2025-09-28,vistara,15743.04,Travel,Credit Card,September,2025,9,28,Sunday
2025-03-04,chai point,1488.0,Food,Debit Card,March,2025,3,4,Tuesday
2025-12-10,vodafone idea,1713.09,Bills,Net Banking,December,2025,12,10,Wednesday
2025-10-29,bigbazaar,561.33,Grocery,UPI,October,2025,10,29,Wednesday
2025-01-11,vistara,11898.44,Travel,Net Banking,January,2025,1,11,Saturday
2025-06-03,aster,19186.83,Healthcare,Credit Card,June,2025,6,3,Tuesday
2025-12-22,levis,7008.66,Clothing,Net Banking,December,2025,12,22,Monday
2025-01-18,a2b,444.21,Food,UPI,January,2025,1,18,Saturday
2025-10-22,medplus,9034.01,Healthcare,Net Banking,October,2025,10,22,Wednesday
2025-08-11,ccd,886.04,Food,Credit Card,August,2025,8,11,Monday
2025-07-31,apple store,50968.02,Electronics,Debit Card,July,2025,7,31,Thursday
2025-03-21,air india,21757.23,Travel,Debit Card,March,2025,3,21,Friday
2025-01-17,zara,5008.45,Clothing,Debit Card,January,2025,1,17,Friday
2025-02-06,air india,16556.96,Travel,UPI,February,2025,2,6,Thursday
2025-08-06,bsnl,4915.99,Bills,UPI,August,2025,8,6,Wednesday
2025-11-23,cream stone,767.84,Food,Debit Card,November,2025,11,23,Sunday
2025-07-31,dell exclusive,16926.32,Electronics,Net Banking,July,2025,7,31,Thursday
2025-07-17,netmeds,17321.49,Healthcare,Debit Card,July,2025,7,17,Thursday
2025-01-18,rapido,401.36,Transport,Net Banking,January,2025,1,18,Saturday
2025-06-28,property tax online,5097.82,Bills,UPI,June,2025,6,28,Saturday
2025-07-21,irctc,22484.89,Travel,Net Banking,July,2025,7,21,Monday
2025-11-27,us polo,1486.41,Clothing,UPI,November,2025,11,27,Thursday
2025-08-10,croma,27810.14,Electronics,UPI,August,2025,8,10,Sunday
2025-01-12,ola,649.03,Transport,Net Banking,January,2025,1,12,Sunday
2025-05-26,nilgiris,276.76,Grocery,Debit Card,May,2025,5,26,Monday
2025-05-10,irctc,27088.5,Travel,Debit Card,May,2025,5,10,Saturday
2025-12-30,paradise biryani,475.19,Food,Credit Card,December,2025,12,30,Tuesday
2025-06-09,barbeque nation,791.01,Food,Credit Card,June,2025,6,9,Monday
2025-01-10,reliance fresh,2479.44,Grocery,Net Banking,January,2025,1,10,Friday
2025-05-05,ajio,12800.73,Online Shopping,Credit Card,May,2025,5,5,Monday
2025-05-05,noise,5051.77,Electronics,Debit Card,May,2025,5,5,Monday
2025-04-16,amazon prime,198.75,Entertainment,Net Banking,April,2025,4,16,Wednesday
2025-01-29,spencers,4530.78,Grocery,Debit Card,January,2025,1,29,Wednesday
2025-07-24,ccd,719.08,Food,UPI,July,2025,7,24,Thursday
2025-05-22,oyo,26258.19,Travel,Credit Card,May,2025,5,22,Thursday
2025-04-17,medplus,19853.17,Healthcare,Debit Card,April,2025,4,17,Thursday
2025-05-01,woodland,5344.42,Clothing,Credit Card,May,2025,5,1,Thursday
2025-03-12,lenskart,18769.15,Online Shopping,Credit Card,March,2025,3,12,Wednesday
2025-09-28,amazon prime,880.69,Entertainment,Credit Card,September,2025,9,28,Sunday
2025-01-02,dmart,3005.39,Grocery,Net Banking,January,2025,1,2,Thursday
2025-09-03,tata cliq,7017.43,Online Shopping,Debit Card,September,2025,9,3,Wednesday
2025-09-22,meru cabs,1834.71,Transport,UPI,September,2025,9,22,Monday
2025-07-07,sony center,70551.62,Electronics,Net Banking,July,2025,7,7,Monday
2025-08-30,woodland,3887.13,Clothing,Net Banking,August,2025,8,30,Saturday
2025-03-26,reliance digital,44045.88,Electronics,Credit Card,March,2025,3,26,Wednesday
2025-05-15,goibibo,9254.14,Travel,UPI,May,2025,5,15,Thursday
2025-11-17,oyo,5172.31,Travel,Debit Card,November,2025,11,17,Monday
2025-08-05,metro rail,74.37,Transport,Credit Card,August,2025,8,5,Tuesday
2025-06-02,noise,79845.29,Electronics,UPI,June,2025,6,2,Monday
2025-06-06,star bazaar,1987.32,Grocery,UPI,June,2025,6,6,Friday
2025-03-14,zara,1339.23,Clothing,Credit Card,March,2025,3,14,Friday
2025-01-07,yulu bikes,125.12,Transport,Credit Card,January,2025,1,7,Tuesday
2025-07-16,apple store,144071.63,Electronics,Debit Card,July,2025,7,16,Wednesday
